español	quechua
Soy demasiado viejo para esto.	 Kaypaqqa ancha machuñam kani.
Soy demasiado vieja para esto.	 Kaypaqqa ancha machuñam kani.
Estoy totalmente confundida.	 Totalmente confundisqam kachkani.
Estoy de más.	 Tukuruniñam.
Ya estoy acostumbrado a todo eso.	 Tukuy chaykunamanmi yachasqaña kani.
Hoy estoy muy cansado.	 Kunan punchawqa ancha sayk'usqañam kachkani.
Miro una película.	 Huk peliculata qhawani.
Veo una película.	 Huk peliculata qhawani.
Estoy dispuesto a compartir.	 Munasqam kachkani chayta rakinaypaq.
Mañana trabajo.	 Paqarinmi llamkani.
Estoy escribiendo una carta.	 Huk cartata qillqachkani.
Soy más joven que tú.	Qanmanta sullk'araqmi kani.
Yo soy más joven.	 Sullk'araqmi kani.
Soy tu mejor amigo.	 Ñoqaqa allin amigoykin kani.
Ya lo hice.	 Ñam chaytaqa ruwarqani.
Ya he dicho que no.	 Ñam nirqaniña mana.
Ya lo he vendido.	 Ñam rantikuruniña.
Hoy he estado ocupado.	 Kunan punchawqa ocupasqam kachkani.
He estado practicando.	 Ñuqaqa practicarqanim.
He estado una vez ahí.	 Huk kutinmi chaypi karqani.
Estuve ahí una vez.	 Huk kutinmi chaypi karqani.
Soy muy afortunado.	 Ancha suerteyuqmi kani.
He tenido mucha suerte.	 Ancha suerteyoqmi kani.
Ya lo traje de vuelta.	 Ñam kutichimurqaniña.
He quemado la tostada.	 Tostasqatam ruphachirqani.
Me olvidé completamente.	 Lliwtam qunqarurqani.
He venido a verte.	 Qanta qawaqmi hamurqani.
Yo hice todo.	 Tukuy imatam ruwarqani.
Lo he hecho a menudo.	 Sapa kutim chaytaqa ruwarqani.
He soñado con esto.	 Kaytaqa musqukurqanim.
He terminado de comer.	 Mikhuyta tukuruniña.
Terminé de comer.	 Mikhuyta tukurqani.
Encontré algo.	 Imatapas tarirqanim.
Llevo marcapasos.	 Ñuqaqa marcapasosniyuqmi kani.
Tengo piel de gallina.	 Ñuqaqa ganso chukchayuqmi kani.
Se me ha puesto piel de gallina.	 Ñuqaqa ganso chukchayuqmi kani.
Tengo que encontrar a Tom.	 Tomtaqa maskanaymi.
He tenido una semana muy ocupada.	 Ancha llamkaysapa semanatam pasarqani.
He sufrido un accidente.	 Accidentepin tarikurqani.
He oído hablar de ti.	 Uyarirqanim qammanta.
Ya lo he oído antes.	 Ñawpaqtaqa uyarirqanim.
Acabo de cenar.	 Chayraqmi cenarqani.
Aprendí a cocinar.	 Yanukuytam yacharurqani.
Perdí la llave de mi coche.	 Carroypa llaventa chinkachirqani.
Perdí mi dignidad.	 Dignidadniytam chinkachirqani.
He perdido mi dignidad.	 Dignidadniytam chinkachirqani.
He perdido a mis amigos.	 Amistadniykunatam chinkachirqani.
He perdido mis gafas.	Lentesniykunatan chinkachirqani.
Perdí mis anteojos.	 Lentesniytapas chinkachirqanim.
Me he decidido.	 Decidiruniñam.
Tomé mi decisión.	 Decidisqaytan ruwarqani.
Yo también te he echado de menos.	 Ñoqapas faltarqaykim.
Nunca te he odiado.	 Manam haykapipas chiqnirqaykichu.
Nunca me ha gustado Tom.	 Manam haykapipas Tomtaqa gustarqanichu.
Nunca te he querido.	 Manam haykapipas kuyarqaykichu.
Nunca he dicho eso.	 Manam haykapipas chaytaqa nirqanichu.
No tengo nada para dar.	 Manam ima qunaypaqpas kanchu.
Me he leído los dos libros.	 Iskaynin librotan leerqani.
Yo le he visto antes.	 Ñawpaqtaqa rikurqanim.
He pensado en eso.	 Chaypim yuyaymanarqani.
He pensado en ello.	 Chaypiqa yuyaymanarqanim.
He ganado el primer premio.	 Ñawpaq kaq premiotan ganarqani.
Yo soy maestro también.	 Ñoqapas yachachiqmi kani.
Si me necesitas, llámame.	 Necesitawanki chayqa, waqyamuway.
Ignora lo que dijo Tom.	 Tompa nisqanta mana uyariychu.
¿Es Boston una ciudad grande?	 ¿Boston hatun llaqtachu?
¿Mary es la madre de Tom?	 ¿Mary Tompa mamanchu?
¿Es Tom bueno besando?	 ¿Allinchu Tom much’anakuypi?
¿Tom es bueno para besar?	 ¿Allinchu Tom much’anakuypi?
¿Te está molestando Tom?	 ¿Tomchu llakichisunki?
¿Se va Tom a la cárcel?	 ¿Tom carcelmanchu rinqa?
¿Va Tom a nadar?	 ¿Tom nadaqchu rinqa?
¿Tom está en Boston ahora?	 ¿Tom kunan Boston llaqtapi kachkan?
¿Está Tom en Boston ahora?	 ¿Kunanqa Tom Boston llaqtapichu kashan?
¿Tom me está mirando?	 ¿Tom qhawawashawanchu?
¿Tom sigue jugando?	 Tom pukllachkanraq?
