español	quechua
Trate de no preocuparse.	Kallpanchakuy ama llakikunaykipaq.
Prueba leyendo esto.	 Kayta ñawinchayta kallpanchakuy.
Léete esto, a ver.	 Kayta ñawinchay, qawasun.
Espera, hazlo así.	 Suyay, kaynata ruway.
Intenta ser fuerte.	 Kallpanchakuy kallpasapa kanaykipaq.
Trata de llevarte bien.	 Kallpanchakuy allinta kawsanaykipaq.
Intenta llevarte bien.	 Kallpanchakuy allinta kawsanaykipaq.
Procura congeniar.	 Kallpanchakuy allinta kawsanaykipaq
Trata de ir más despacio.	 Aswan pisita rinaykipaq kallpachakuy.
Corta el gas.	 Gastaqa kuchuy.
Cierre el gas.	 Gas nisqatapas wisq’ay.
Cierra el gas.	 Gas nisqatapas wisq’ay.
Gira a la derecha allí.	 Chaypi pañaman kutiy.
Gira a la izquierda.	 Lloq’eman kutiy.
Tuerce a la izquierda.	 Lloq’eman kutiy.
Gire a la izquierda.	 Pañaman kutiy.
Girad a la izquierda.	 Lloq’eman kutiy.
Espera por mí aquí.	 Kaypi suyaway.
Espera por nosotros, aquí.	 Suyaykuwayku, kaypi.
Tú espéranos aquí.	 Qamqa kaypi suyawayku.
Espera por nosotros, Tom.	 Suyaykuway, Tom.
Espera por mí aquí.	 Kaypi suyaway.
Camina más despacio.	 Aswan pisita puriy.
¿Estuvo Tom involucrado en esto?	 ¿Tompas chaypi yanapakurqachu?
Mirá mis dedos.	 Dedoykunata qhaway.
Tengan cuidado.	 Allin qawakuy.
Riega las plantas.	 Yurakunata qarpana.
Aceptamos cheques.	 Chequekunatan chaskiyku.
Sacamos un sobresaliente en el examen.	 Exámenpiqa A nisqatam chaskirqayku.
Estamos de acuerdo también.	 Ñoqaykupas acuerdopi kayku.
Nuestro objetivo es agradar.	 Metaykuqa kusichiymi.
Todos odiábamos a Tom.	 Llapaykutaqmi Tomtaqa cheqnikuq kayku.
Eso lo sabemos todos.	 Llapanchismi chaytaqa yachanchis.
Todos amábamos a Tom.	 Llapaykutaqmi Tomtaqa kuyarqaniku.
Todos confiamos en ti.	 Llapanchismi qanpi confianchis.
Siempre discutíamos.	 Sapa kutim atipanakuq kaniku.
Te lo agradecemos.	Chaytaqa anchatam chaninchanchik.
Llegamos primero.	 Ñawpaqtaqa chaymanmi chayarqayku.
Comimos pez espada.	 Espada challwata mikhuq kayku.
Nos comimos tu comida.	 Mikhuyniykikunata mikhurqayku.
Ambos competimos.	 Iskayniykum atipanakuyku.
Los dos odiamos a Tom.	 Iskayniykum Tomtaqa chiqniyku.
Los dos queremos a Tom.	 Iskayniykum Tomtaqa kuyayku.
Aquí compramos vehículos.	 Kaypi antawakunata rantinchik.
Vinimos juntos.	 Huñunakurqayku.
Cerramos a las 2:30.	 2:30 pachata wichqayku.
Dependemos de ti.	 Qanmantam dependeyku.
Dependemos de usted.	 Qanmantam dependeyku.
Lo molestamos.	 Paytaqa llakichinchikmi.
Nos gusta charlar.	 Rimanakuytam gustanchik.
Dimos nuestra palabra.	 Simiykutam qurqaniku.
Nos separamos.	 T’aqanakurqayku.
Desayunamos.	 Desayunarqayku.
Odiamos la violencia.	 Maqanakuytaqa cheqnikuninchismi.
Tenemos una crisis.	 Sasachakuyniyuqmi kanchik.
Tenemos una teoría.	 Huk teoría nisqayuqmi kanchik.
Tenemos tarea.	 Tareakunayuqmi kanchik.
No tenemos dinero.	 Manam qullqiyuqchu kanchik.
No tenemos azúcar.	 Manam asukarniyuqchu kanchik.
No tenemos agua.	 Manam yakuyuqchu kanchik.
Tenemos fotos.	 Fotokunayoqmi kayku.
Tenemos que hacerlo.	 Chaytaqa ruwananchikmi.
Tenemos que continuar.	 Hinallam purinanchik.
Tenemos que dormir.	 Puñunanchikmi.
Tenemos dos orejas.	 Iskay rinriyuqmi kanchik.
Tenemos dos niños.	 Iskay wawayuqmi kayku.
Tenemos dos hijos.	 Iskay wawayuqmi kayku.
Tenemos dos hijos.	 Iskay wawayuqmi kayku.
Tenemos visitas.	 Invitadokunayuqmi kanchik.
No hemos comido.	 Manam mikurqanikuchu.
Oímos un ruido.	 Huk qapariytam uyarinchik.
Hemos oído un ruido.	 Huk qapariytam uyarirqanchik.
Oímos tiros.	 Uyarinchikmi disparokunata.
Escuchamos disparos.	 Uyarinchikmi disparokunata.
Oímos su grito.	 Waqayninta uyarirqayku.
La oímos llorar.	 Waqayninta uyarinchik.
Topamos con un banco de arena.	Huk rit’i barrata tuparqayku.
Nos topamos con un banco de arena.	 Huk rit’i pampamanmi phawaykurqayku.
Acabamos de llegar.	 Chayraqmi chayamurqayku.
Nos fuimos en tren.	 Trenwanmi rirqaniku.
Vivimos en paz.	 Hawkalla kawsanchik.
Vivimos juntos.	 Kuska kawsanchik.
Perdimos la partida.	 Pukllaypi atiparqayku.
Nos referimos a negocios.	 Negocio niyta munanchik.
Nos conocimos en Boston.	 Boston llaqtapin tuparqayku.
Nos conocimos la semana pasada.	 Qayna semanan tuparqayku.
Debemos continuar.	 Hinallam purinanchik.
Debemos evacuar.	 Lloqsimunanchismi.
Tenemos que evacuar.	 Ñuqanchikqa lluqsinanchikmi.
Debemos arreglar esto.	 Kaytaqa allichananchikmi.
Tenemos que sentarnos.	 Tiyananchikmi.
Debemos sentarnos.	 Tiyananchikmi.
Tenemos que avisarle.	 Willanayku tiyan.
Debemos retirarnos.	 Kutirinanchikmi.
Necesitamos una escalera.	 Escaleratam necesitanchik.
Necesitamos un líder.	 Umalliqtam necesitanchik.
Necesitamos pruebas.	 Pruebakunatan necesitanchis.
Necesitamos que regreses.	 Kutimunaykita necesitayku.
Necesitamos tu llave.	 Llaveykita necesitayku.
Necesitamos vuestra llave.	 Llaveykita necesitayku.
Necesitamos su llave.	 Llaveykita necesitayku.
Necesitamos tu clave.	 Llaveykita necesitayku.
Necesitamos vuestra clave.	 Llaveykita necesitayku.
Necesitamos su clave.	 Llaveykita necesitayku.
Nunca hacemos eso.	 Manam haykapipas chaytaqa ruwaykuchu.
Sólo tenemos té.	 Chayllatam upyayku.
Nos maquillamos.	 ñuqanchikmi ruranchik
Cantamos con Tom.	 Tomwanmi takiyku.
Nos sentamos en círculo.	 Muyu muyupi tiyayku.
Vimos marcharse a Tom.	 Tompa ripusqanmantam qawarqaniku.
Vimos a Tom en la tele.	 Tomtaqa televisionpin rikurqayku.
Vimos algo.	 Imatapas rikurqayku.
Vimos alguna cosa.	Imatapas rikurqayku.
Compartimos un sueño.	 Huk musquytam rakinakunchik.
Sonreímos a Tom.	 Tomta qhawarispa asiriyku.
Apoyamos a Tom.	 Tomtaqa yanapayku.
Hablamos con Tom.	 Tomwanmi rimayku.
Valoramos la calidad.	 Calidad nisqatam chaninchanchik.
Queremos irnos.	 Riyta munanchik.
Estábamos relajándonos.	 Ñuqaykuqa samarichkarqayku.
Estábamos muy apegados.	 Anchatan k’askakurqayku.
Estábamos encallados.	 Ñuqaykuqa wichqasqa kachkarqayku.
Estudiábamos.	 Estudiarqaniku.
Estábamos entusiasmados.	 Kusisqam tarikurqaniku.
Estábamos juntos.	 Kuska kasharayku.
Éramos demasiado lentos.	 Llumpay llasaqmi karqaniku.
Estábamos muy tristes.	 Ancha llakisqam tarikurqaniku.
Lo arreglaremos.	 Allinchasaqku.
Ganamos el partido.	 Chay atipanakuypiqa atiparqayku.
No lo lograremos.	 Manam chayasaqkuchu.
Trabajamos juntos.	 Kuska llamk’ayku.
Es mejor que esperemos.	 Aswan allinmi suyasqanchikqa.
Seremos rescatados.	 Qespichisqa kasun.
Estaremos esperando.	 Suyasaqku.
Lo haremos en vivo.	 Kawsaypi ruwasaqku.
Vamos a seguir a Tom.	 Tomta qatikusun.
Iremos a ver a Tom.	 Tomta qhawaq risaqku.
Nos encontraremos otra vez.	 Huktawanmi tupasaqku.
No lo sabremos nunca.	 Manam haykapipas yachasunchu.
Se lo notificaremos a Tom.	 Tommanmi willasaqku.
Nosotros lo pagaremos.	 Chaytaqa pagasunchikmi.
Pagaremos por eso.	 Chaypaqmi pagasaqku.
Recomenzaremos.	 kaqmanta qallarisaqku.
Hablaremos más tarde.	 Qhepamanmi rimasunchis.
Somos agentes del FBI.	 Ñuqaykuqa FBI nisqapa agentenkunam kayku.
Todos estamos solteros.	 Llapanchismi soltero kanchis.
Todas estamos solteras.	 Llapanchismi soltero kanchis.
Somos compañeros de clase.	 Yachaqmasikuna kayku.
Somos comunistas.	 Comunistakunam kanchik.
Estamos estupendamente.	Anchatam ruwachkanchik.
Estamos perfectamente.	 Ñuqaykuqa mana pantaqmi kayku.
Lo llevamos bien.	 Allintam kawsanchik.
Nos estamos quedando dormidos.	 Puñuykuchkayku.
Estamos asustados.	 Mancharisqam kachkaniku.
Estamos yendo a casa.	 Wasiykuman kutipuchkayku.
Nos estamos divirtiendo.	 Kusikuchkanchikmi.
Somos historiadores.	 Historiamanta yachaqmi kayku.
Tenemos prisa.	 Utqayllam kachkaniku.
Estamos en apuros.	 Sasachakuypim kachkanchik.
Estamos apurados.	 Utqayllam kachkaniku.
Estamos en problemas.	 Sasachakuykunapim kachkanchik.
Solo estamos cansados.	 Sayk'usqallañam kachkaniku.
Somos socorristas.	 Ñoqaykuqa salvavidas kayku.
Estamos meditando.	 Yuyaymanashanchismi.
No estamos comiendo.	 Manam mikuchkanchikchu.
No somos familia.	 Manam ayllunchikchu kanchik.
Nosotros no somos familia.	 Manam ayllunchikchu kanchik.
No tenemos hambre.	 Manam yarqaymantachu kanchik.
Estamos solos.	 Sapallaykum kachkaniku.
Estamos de camino.	 Ñanpin kashanchis.
No nos queda té.	 Mana ima chaytapas hap'iykuchu.
Somos profesores.	 Yachachiqkunam kanchik.
Somos profesoras.	 Yachachiqkunam kanchik.
Estamos de reforma.	 Allinchakuchkanchikmi.
Somos de segundo.	 Iskay kaqmi kanchik.
Somos de segundo año.	 Iskay kaq watañam kachkaniku.
Lo sentimos, Tom.	 Pampachaykuyku Tom.
Todavía estamos aquí.	 Kaypiraqmi kachkaniku.
Somos exitosos.	 Allintam kawsanchik.
Estamos rodeados.	 Muyuchisqam kachkanchik.
Estamos muy cerca.	 Ancha qayllallapin kashanchis.
Estamos completamente despiertos.	 Ancha rikch’asqañan kashanchis.
Hemos sido afortunados.	 Suerteyoqmi karqayku.
Hemos estado allí.	 Chaypim karqaniku.
Lo hemos hecho peor.	 Aswan mana allintaraqmi ruwarqanchik.
Tenemos un trato.	 Ñuqaykuqa huk tratoyuqmi kayku.
Tenemos bastante.	 Ñuqanchikqa suficientetam kapuwanchik.
Tenemos un montón.	Achkatam kapuwanchik.
Hemos tenido suficiente.	 Ñuqaykuqa suficientetañam mikurqaniku.
¿Estabas preocupado?	 ¿Llakisqachu karqanki?
¡Qué mala película!	 ¡Mayna mana allin peliculam!
¡Qué camión más grande!	 ¡Ima hatun camionmi!
¡Qué gran camión!	 ¡Ima hatun camionmi!
¡Qué mona es esta muchacha!	 ¡Mayna munaymi kay sipas!
¡Qué bonita vista!	 ¡Ima sumaq qhawariymi!
¡Qué buen tirador!	 ¡Ima allin disparaqtaq!
¡Qué buen tiro!	 ¡Ima sumaq disparotaq!
¡Qué bolsa más pesada!	 ¡Ima llasa bolsataq!
¡Pero qué larga semana!	 Ichaqa, ¡ima unay semanan!
¡Qué semana más larga!	 ¡Mayna unay semanan!
¿Qué tal hoy?	 ¿Imataq kunan punchawpi kachkan?
¿Qué se puede hacer?	 ¿Imatan ruwakunman?
¿Qué causó eso?	 ¿Imataq chayta ruwarqa?
¿Qué causó eso?	 ¿Imataq chayta ruwarqa?
¿Qué lo causa?	 ¿Imataq chayta ruwan?
¿Qué causa eso?	 ¿Imataq chayta ruwan?
¿Qué causa esto?	 ¿Imataq chayta ruwan?
¿Qué causa esto?	 ¿Imataq chayta ruwan?
¿De qué color es?	 ¿Ima llimp’iyuqtaq?
¿Qué preguntó Tom?	 ¿Imatan Tom tapurqan?
¿Qué comió Tom?	 ¿Imatataq Tom mikhusqa?
¿Qué dijo Tom?	 ¿Imatataq Tom nirqa?
