español	quechua
Tom le ocultó su ira a Mary.	 Tomqa phiñakuynintan pakarqan Mariamanta.
Tom continuó golpeando la puerta.	 Tomqa punkuta takashallarqanmi.
Tom no podía decidir qué ordenar.	 Tomqa manan decidiyta atirqanchu imata kamachinanpaq.
Tom no podía decidir cuándo comenzar.	 Tomqa manan decidiyta atirqanchu hayk’aq qallarinanpaq.
Tom no pudo hacer lo que quería.	 Tomqa manan munasqanman hina ruwayta atirqanchu.
Tom no podía soportar el dolor.	 Tomqa manan aguantayta atirqanchu chay nanayta.
Tom aplastó la caja con su pie.	 Tomqa chakiwanmi chay cajata ñut’usqa.
Tom decidió reclutarse en la armada.	 Tomqa decidikurqanmi ejercitoman haykunanpaq.
Tom hizo eso para Mary, no para mí.	 Tomqa chaytaqa ruwarqan Marypaqmi, manan ñoqapaqchu.
Tom lo hizo con buena intención.	 Tomqa allin yuyaywanmi chaytaqa ruwarqan.
Tom no respondió a la pregunta de Mary.	 Tomqa manan kutichirqanchu Mariaq tapusqanta.
Tom no creyó lo que dijo Mary.	 Tomqa manan creerqanchu Mariaq nisqanta.
Tom no vino con nosotros a Boston.	 Tomqa manan ñoqaykuwanchu Boston llaqtaman hamurqan.
Tom no comió nada ayer.	 Tomqa qayna punchawqa manam imatapas mikurqachu.
Tom ni siquiera sabía quién era María.	 Tomqa manan yacharqanchu pichus Maria kasqanmantapas.
Tom no esperaba ganar la carrera.	 Tomqa manan yuyaykurqanchu chay carrerapi ganananta.
Tom no sentía que estuviera listo.	 Tomqa manan listochu kashanman hinachu sientekurqan.
Tom no tuvo tiempo para almorzar.	 Tomqa manan tiempoyoqchu almuerzopaq.
Tom no sabía leer música.	 Tomqa manan takikunata leeyta atirqanchu.
Tom no sabía cómo agradecerle a Mary.	 Tomqa manan yacharqanchu Mariaman agradecekuyta.
Tom no conocía en absoluto a esa mujer.	 Tomqa manan kay warmitaqa reqsirqanchu ni imapipas.
Tom no sabía lo que estaba haciendo.	 Tomqa manan yacharqanchu ima ruwasqantapas.
Tom no sabía qué estaba sucediendo.	 Tomqa manan yacharqanchu imachus pasashasqanmanta.
Tom no sabía a dónde pertenecía.	 Tomqa manan yacharqanchu maymanchus pertenecesqanmanta.
Tom no sabía qué colectivo tomar.	 Tomqa manan yacharqanchu mayqen autobusman rinanpaq.
Tomás no parecía muy entusiasmado.	 Tomásqa manan ancha kusisqachu rikch’akurqan.
Tom no hablaba francés muy bien.	 Tomqa manan allintachu francés simita rimaq.
Tom no especificó lo que quería.	 Tomqa manan sut’itachu willarqan ima munasqanmanta.
Tom no me dijo que estaba casado.	 Tomqa manan willawarqanchu casarasqa kasqanmanta.
Tomás no me dijo dónde vivía.	 Tomás mana willawarqachu maypi tiyasqanmanta.
Tom no se quería meter en problemas.	 Tomqa manan sasachakuypi tarikuyta munarqanchu.
Tom no quería salir de la cama.	 Tomqa manan puñunanmanta hatariyta munarqanchu.
Tom no quería ir al parque.	 Tomqa manan parqueman riyta munarqanchu.
Tom no quiso hablar con Mary.	 Tomqa manan Mariawan rimayta munarqanchu.
Tom no quería hablar con Mary.	 Tomqa manan Mariawan rimayta munarqanchu.
Tom no quería trabajar en Boston.	 Tomqa manan Boston llaqtapi llank’ayta munarqanchu.
Tom no quería trabajar con Mary.	 Tomqa manan Marywan llank’ayta munarqanchu.
Tom murió en extrañas circunstancias.	Tomqa mana reqsisqa situacionkunapin wañupurqan.
Tom se disfrazó de sacerdote.	 Tomqa sacerdote hinam pachasqa karqa.
Tom no lo hace siempre así.	 Tomqa manan sapa kutichu chhaynata ruwan.
A Tom no le importa cómo se vista Mary.	 Tomqa manan imananpaschu Mary imayna p’achasqa kasqanmanta.
Tom no tiene mucha libertad.	 Tomqa manan ancha librechu.
Tom no tiene muchos amigos.	 Tomqa manan askha amigokunayoqchu.
Tom no tiene un microondas.	 Tomqa manan microondas nisqayoqchu.
Tom no tiene oído para la música.	 Tomqa manan ninriyoqchu takikunata uyarinanpaq.
Tom anda sin efectivo a mano.	 Tompa makinpin qolqen pisiyapun.
Tom no tiene tarjetas de crédito.	 Tomqa manan tarjeta de crédito nisqayoqchu.
Tom no tiene tiempo para ayudaros.	 Tomqa manan tiempon kanchu yanapasunaykipaq.
Tom no tiene tiempo para ayudarte.	 Tomqa manan tiempon kanchu yanapasunaykipaq.
Tom no conoce su propia fuerza.	 Tomqa manan yachanchu kikinpa kallpanta.
Tom no sabe qué tan alta es María.	 Tomqa manan yachanchu Mariaqa hayk’a sayayniyoq kayninta.
Tom no sabe jugar al golf.	 Tomqa manan golf nisqapi pukllayta yachanchu.
Tom no sabe quedarse quieto.	 Tomqa manan yachanchu tiyaykuyta.
Tom no sabe amarrar una corbata.	 Tomqa manan corbatata watayta atinchu.
Tom no sabe mucho sobre música.	 Tomqa manan anchatachu yachan takikunamantaqa.
Tom no sabe absolutamente nada de Mary.	 Tomqa manan imatapas yachanchu Mariamantaqa.
Tom no sabe qué hacer primero.	 Tomqa manan yachanchu imatachus ñawpaqta ruwananta.
Tom no sabe cuándo ocurrió.	 Tomqa manan yachanchu hayk’aqchus chay pasasqanmanta.
Tom no sabe dónde vive Mary.	 Tomqa manan yachanchu maypi Mary tiyasqanmanta.
Tom no sabe por qué te llamé.	 Tomqa manan yachanchu imarayku waqyamusqayta.
A Tom no le gusta ser criticado.	 Tomqa manan munanchu k’amisqa kayta.
A Tom no le gusta mucho el queso.	 Tomqa manan anchatachu quesotaqa gustan.
A Tom no le gusta cometer errores.	 Tommanqa manan gustanchu pantay.
Tom no escucha a sus padres.	 Tomqa manan tayta-mamanta uyarinchu.
Tom no vive con sus padres.	 Tomqa manan tayta-mamanwanchu tiyan.
Tom ya no necesita nuestra ayuda.	 Tomqa manañan yanapawasqanchista necesitanchu.
Tom no está muy de acuerdo con Mary.	 Tomqa manan allintachu Mariawan acuerdopi kashan.
Tom no recuerda su contraseña.	 Tomqa manan yuyarinchu contraseñanta.
Tom no parece ser canadiense.	 Tomqa manan Canadá nacionmanta hinachu rikhurin.
Tomás no parece estar divirtiéndose.	 Tomásqa manas kusisqachu kashanman hina.
Tom no parece estar muy cansado.	 Tomqa manan ancha sayk’usqachu rikch’akun.
Tom ya no confía más en Mary.	 Tomqa manañan Mariapi confianñachu.
Tom no entiende nada de francés.	 Tomqa manan ima francés simitapas entiendenchu.
Tom no quiere que Mary le ayude.	 Tomqa manan munanchu Maria yanapananta.
Tom no quiere almorzar ahora.	 Tomqa manan kunanpachaqa almuerzota munanchu.
Tom no quiere decepcionar a Mary.	 Tomqa manan Mariata hukmanyachiyta munanchu.
Tom no quiere vender su granja.	 Tomqa manan chakranta vendeyta munanchu.
Tom no quiere vender su tierra.	 Tomqa manan hallp’anta vendeyta munanchu.
Tom no quiere hablar de eso.	 Tomqa manan chaymanta rimayta munanchu.
Tom tomó un vaso de jugo de naranja.	 Tomqa huk vaso naranja jugota ukyarqan.
