español	quechua
Ve.	Riy.
Vete.	 Lluqsiy.
Vaya.	 Waw.
Váyase.	 Lluqsiy.
Hola.	 Allinllachu.
¡Corre!	 ¡Runa!
¡Corran!	 Paway!
¡Huye!	 ¡Ascapa!
¡Corra!	 Paway!
¡Corred!	 Paway!
Corra.	 Paway.
Corred.	 Paway.
¿Quién?	 Pi?
¡Órale!	 Waw!
¡Inclínate!	 Kumuy!
¡Fuego!	 Nina!
¡Incendio!	 Nina!
¡Disparad!	 disparar!
¡Ayuda!	 Yanapay!
¡Socorro! ¡Auxilio!	 Yanapay! Yanapay!
¡Auxilio!	 Yanapay!
Escóndete.	 pakay.
¡Salta!	 paway!
Salte.	 paway.
Salto.	 Paway.
Quédate.	 Takyay.
¡Parad!	 Sayay!
¡Para!	 ¡Por!
¡Pare!	 sayay!
¡Espera!	 Suyay!
¡Esperen!	 suyay!
¡Espérate!	 Suyay!
Esperen.	 suyay.
Espera.	 Suyay.
Esperad.	 Suyay.
Empieza.	 Qallariy.
Hacedlo.	 chayta ruway.
Continúa.	 Hinallayá puririy.
Continúe.	 qatiq.
Hola.	 Allinllachu.
Hola.	 Allinllachu.
¡Date prisa!	 Utqay!
¡Daos prisa!	 Utqay!
Dese prisa.	 Utqay.
Me oculté.	 Pakakurqanim.
Me escondí.	 Pakakurqanim.
Me ocultaba.	 Pakakuchkarqanim.
Me escondía.	 Pakakurqanim.
Corrí.	 Phawarqanim.
Corría.	 pawasqa.
Lo intento.	 Kallpanchakuni.
¡He ganado!	 ¡Ganarqanim!
¡He ganado yo!	 ¡Ñoqaqa ganarqanin!
¡Oh, no!	 ¡Ay mana!
Tomátelo con soda.	 Gaseosawan chayta hap’iy.
Tranquila.	 Llanpu sunqu.
¡Fuego!	 Nina!
¡Disparad!	 disparar!
¡Disparen!	 disparar!
Dispara.	 Disparar.
¡Dispara!	 Disparar!
¡Dispará!	 Disparar!
¡Dispare!	 disparar!
Sonríe.	Asiy.
¿Disculpa?	 Llakikunim?
¡Al ataque!	 Wayka!
¡Atacad!	 wayka!
