español	quechua
Todos los vecinos se aliaron para limpiar el parque.	 Llapan vecinokunam hukllawakurqaku parqueta pichanankupaq.
Mis tres hijas ya están casadas.	 Kimsa ususiykunam casarasqaña kachkanku.
Aunque estaba agotado, continué trabajando.	 Sayk’usqaña kashaspaypas llank’ashallarqanin.
Pese a estar exhausto, seguí trabajando.	 Sayk’usqaña kashaspaypas llank’ashallarqanin.
Una hormiga puede levantar más de 50 veces su propio peso.	 Huk ankaqa 50 kuti masraqmi llasayninta hoqariyta atin.
Cualquier número entero puede ser escrito como una fracción.	 Ima hunt’asqa yupaypas t’aqa t’aqa hinan qelqakunman.
¿Te meterás en problemas por culpa mía?	 ¿Ñoqaraykuchu sasachakuypi tarikunki?
¿Son ustedes de Austria, o es Australia?	 ¿Austriamantachu kanki, icha Australiamantachu?
¿Estás seguro que no querés que vaya con vos?	 ¿Segurochu kanki mana qanwan rinaypaq munasqaykimanta?
¿Estás seguro que no querés que hable con Tom?	 ¿Segurochu kanki Tomwan rimanayta mana munasqaykimanta?
¿Está usted estrenando ese traje?	 ¿Ñawpaq kutitachu chay trajewan churakunki?
Armstrong fue el primer hombre en llegar a la Luna.	 Armstrongqa ñawpaq runam karqan, Killapi allpaman chayaq.
De hecho, la bancarrota es inevitable.	 Chiqamanta, qullqisapa kayqa mana qispiy atina.
En realidad, él no está de acuerdo conmigo.	 Chiqaptaqa manam ñuqawanqa acuerdopichu kachkan.
Que yo sepa, no tengo un hermano gemelo.	 Yachasqayman hinaqa manan gemelo wawqeyoqchu kani.
En cuanto terminó su trabajo, volvió a casa.	 Llamkayninta tukuruspanmi wasinman kutirqa.
Apenas abrió la puerta salió un gato corriendo.	 Punkuta kichaykuptinsi huk misi phawaylla lluqsisqa.
Ella nos trajo café tan pronto nos sentamos.	 Payqa tiyaykusqayku qhepallamanmi kukata apamuwarqanku.
Tal como están las cosas ahora, tendré que dejar mi trabajo.	Kunan imayna kasqanman hinaqa llamkayniytam saqinay kanqa.
Al fin ellos llegaron a la cima de la montaña.	 Qhepamanmi orqo pataman chayarqanku.
En ese momento, el territorio pertenecía a España.	 Chay tiempopiqa chay territorioqa Españaqmi karqan.
A veces sufría un intenso dolor de cabeza.	 Mayninpiqa sinchi uma nanaywan ñak’ariq.
Evita cruzar esta calle cuando llueve.	 Paramuptinqa ama kay calleta chimpaychu.
Ten cuidado, que vas a más velocidad de la permitida.	 Cuidakuy, permitisqamantaqa aswan utqayllam richkanki.
No te olvides de apagar la luz al salir.	 Ama qunqaychu ripuspayki llimp’ita wañuchiyta.
Asegúrate de apagar la luz al salir.	 Ripuspaqa k’anchayta wañuchinaykipaq qhawariy.
Los dos hermanos Jackson fueron encarcelados.	 Jackson wawqikunaqa iskayninkum carcelpi wichqasqa karqaku.
Los británicos están acostumbrados a hacer cola.	 Inglaterra runakunaqa filapi puriymanmi yachasqa kanku.
Lávate bien los dientes antes de ir a la cama.	 Manaraq puñuchkaspa kiruykikunata allinta maqchikuy.
Andan buses entre la estación y el aeropuerto.	 Estacionwan aeropuertowan chawpipi autobuskuna purinku.
Para cuando él lo descubra, será demasiado tarde.	Chayta yachananpaqqa tardeñam kanqa.
Tranquilízate. Iré tan pronto como sea posible.	 Thak kay. Usqhaylla risaq.
¿Puedo llevarme prestado eso? Te lo devolveré mañana.	 ¿Chayta manukuymanchu? Paqarinmi kutichipusqayki.
¿Puedes creerlo? Ella es aún más floja que yo.	 ¿Creeyta atiwaqchu? Payqa ñuqamanta aswan qillaraqmi.
