español	quechua
Me pregunto qué está pensando ella.	 Tapukuni ima piensasqanmanta.
Me pregunto dónde se estará escondiendo.	 Maypi pakakusqanmantam tapukuni.
Me pregunto en dónde se habrá ocultado.	 Maypi pakakusqanmantam tapukuni.
Me pregunto a dónde habrá ido.	 Maymanmi ripun nispa tapukuni.
Trabajo en una escuela de idiomas.	 Simi yachay wasipi llamkani.
Trabajo en una escuela de idiomas.	 Simi yachay wasipi llamkani.
Haría cualquier cosa por ti.	 Payqa qanpaqmi imatapas ruwanman.
Haría cualquier cosa por usted.	 Qanpaqqa imatapas ruwaymanmi.
Haría cualquier cosa por ustedes.	 Qanpaqqa imatapas ruwaymanmi.
Haría cualquier cosa por vosotros.	 Qanpaqqa imatapas ruwaymanmi.
Haría cualquier cosa por vosotras.	 Qanpaqqa imatapas ruwaymanmi.
Quisiera una visa de turista.	 Visa turística nisqatan munani.
Quisiera un visado de turista.	 Visa turística nisqatan munani.
Me gustaría dibujar un árbol.	 Sachata siq’iyta munani.
Preferiría quedarme en casa.	 Aswan allinmi kanman wasiypi qhepakuy.
Yo lo recomendaría de otra manera.	 Huk hinataqa recomendasaqmi.
A mí tampoco me gustaría eso.	 Ñuqamanpas manam gustanmanchu.
Escribí una carta en inglés.	 Inglés simipi cartata qillqarqani.
Escribí una carta ayer por la noche.	 Qayna tutam cartata qillqarqani.
Anoche escribí una carta.	 Qayna tutam cartata qillqarqani.
Me encantaría ir con usted.	 Munaymanmi qanwan riyta.
Yo en tu lugar tendría miedo.	 Qanpa rantiykipiqa mancharikuymanmi.
Quería hablar con Tom.	 Payqa Tomwanmi rimayta munarqa.
Esperaba que estuvieras acá.	 Suyachkarqanim kaypi kanaykita.
Solo quisiera que me ignoraran.	 Munaymanmi mana uyariwanankuta.
Me gustaría tomar algo.	 Imatapas upyayta munani.
Me gustaría beber algo.	Imatapas upyayta munani.
Me gustaría algo para tomar.	 Imatapas upyayta munani.
Me gustaría algo para beber.	 Imatapas upyayta munani.
Me gustaría llegar a ser sastre.	 Sastre kaytam munani.
Quisiera comprar media torta.	 Kuskan tortata rantiyta munani.
Me gustaría llamar a mis padres.	 Tayta mamayta waqyayta munani.
Me gustaría conocerte.	 Qanwan tupayta munani.
Me gustaría salir con ella.	 Paywanmi lluqsiyta munani.
Querría salir con ella.	 Paywanmi lluqsiyta munani.
Me gustaría salir contigo.	 Qankunawanmi lloqsiyta munani.
Quisiera ganar más dinero.	 Aswan qullqita ganayta munani.
Quería abrirme una cuenta.	 Huk cuentata kichayta munarqani.
Quisiera proponer un brindis.	 Tostadas nisqatam proponeyta munani.
Querría decir unas palabras.	 Iskay kimsa simikunata niyta munani.
Me gustaría ver a tu hermana.	 Ñañaykita rikuyta munani.
Me gustaría darle la mano.	 Makiykita kuyuchiyta munani.
Me gustaría visitar Australia.	 Australia llaqtata watukuyta munani.
Me gustaría que me llamaras Tom.	 Munaymanmi Tom nispa sutichawanaykita.
Volveré a las seis.	 Soqta horasmanmi kutimusaq.
Estaré de vuelta a las seis.	 Soqta horasmanmi kutimusaq.
Volveré en diez minutos.	 Chunka minutomanta kutimusaq.
Regresaré en tres horas.	 Kimsa horamanta kutimusaq.
Estaré de vuelta mañana por la noche.	 Paqarin tuta kutimusaq.
Estaré allí haga frío o calor.	 Ruphaypas chiripas chaypi kasaq.
Te llamaré si te necesito.	 Necesitaspaykiqa qayasqaykim.
Os llamaré en una semana.	 Huk semanamantam qayamusqayki.
Te alcanzaré pronto.	Usqhaylla chayamusqayki.
Se me ocurrirá algo.	 Imapas yuyayniypi hamunqa.
Prepararé pescado en la plancha.	 Challwakunata planchapi wakichisaq.
Lo haré tan pronto como pueda.	 Atisqayman hinam ruwasaq.
Esta vez lo haré a mi manera.	 Kay kutipiqa munasqayman hinam ruwasaq.
Te encontraré otra mesa.	 Huk mesata tarisqayki.
Conseguiré la dirección de Tom.	 Tompa direccionninta chaskisaq.
Daré un discurso mañana.	 Paqarinmi rimayta ruwasaq.
Tendré que pensármelo.	 Chaypim yuyaymananay kanqa.
Te encargo este trabajo.	 Kay llamkaytam encargayki.
Te lo haré saber el lunes.	 Lunes punchawmi willasqaykichik.
Te dejaré quedarte una noche.	 Huk tutallam saqisqaykichik.
Dejaré que te quedes una noche.	 Huk tutallam saqisqaykichik.
Recogeré a Tom en una hora.	 Tomtaqa huk horamantam hoqarisaq.
Te veré luego del espectáculo.	 Chay rikuchiy tukukuptinmi rikusqayki.
Te veré en el aeropuerto.	 Aeropuertopi rikusqayki.
Te veré antes de irme.	 Manaraq richkaspaymi qawasqayki.
Te veré dentro de tres horas.	 Kimsa horamantam tupasqayki.
Te veré el próximo miércoles.	 Hamuq miércoles punchawmi tupasaq.
Mañana empiezo la dieta.	 Paqarinmi dieta ruwayta qallarisaq.
Me voy a quedar a ayudar a Tom.	 Ñoqaqa qhepakusaqmi Tomta yanapanaypaq.
Yo mismo me haré cargo.	 Ñuqa kikiymi chayta cuidasaq.
Yo sustituiré a mi padre.	 Taytaypa rantinpim kasaq.
Le diré a Tom que dijiste eso.	 Tomman willasaq chayta nisqaykita.
Le diré a Tom que estuviste aquí.	 Tommanmi willasaq kaypi kasqaykita.
Te diré la verdad ahora.	 Kunanmi cheqaqta willasqayki.
Les diré la verdad ahora.	 Kunanmi cheqaqta willasqayki.
Te diré lo que puedo hacer.	Willasqaykichik ima ruway atisqayta.
Te diré lo que sucedió.	 Willasqaykichikmi ima pasasqanmanta.
Te diré lo que haremos.	 Willasqaykichik imata rurananchikta.
Te escribiré cuando termine.	 Tukuruspaymi qillqamusqayki.
Pensaré en lo que he hecho.	 Ima ruwasqaypi yuyaymanasaq.
Esperaré a que termines.	 Tukunaykita suyasaq.
Esperaré hasta las cuatro en punto.	 Tawa pachakama suyasaq.
Trabajaré en tanto viva.	 Kawsasqaykamam llamkasaq.
Soy licenciado en veterinaria.	 Uywa hampiyniyuqmi kani.
Estoy un poco enojado contigo.	 Aslla phiñasqa kani qanwan.
Me temo que no puedo ayudarle.	 Manchakuni mana yanapayta atisqayta.
Me temo que no puedo ayudarte.	 Manchakuni mana yanapayta atisqayta.
Me temo que tengo que irme ahora.	 Manchakuni kunan rinaypaq.
Casi tengo treinta años.	 Yaqa kimsa chunka watayuqñam kani.
Siempre soy el último en saber.	 Sapa kutim qipa yachaq kani.
Soy actriz, no modelo.	 Ñuqaqa actrizmi kani, manam modelochu.
Me fastidia no poder ir.	 Mana riyta atisqaymi llakichiwan.
Estoy la mayor parte del día en casa.	 Yaqa llapan punchawmi wasiypi kachkani.
Estoy de vacaciones en la playa.	 Playapi vacacionpi kachkani.
Me está empezando a entrar hambre.	 Yarqayta qallarichkani.
Estoy comenzando a entender.	 Entiendeyta qallarishani.
Me están forzando a hacer esto.	Chayta ruwanaypaqmi obligawashanku.
Suspendo la reunión.	 Huñunakuytaqa aplazani.
Estoy seguro de que él vendrá.	 Seguro kani hamunanmanta.
Estoy cogiendo un resfriado.	 Chirita hap'ichkani.
Tengo confianza en mi capacidad.	 Atiyniypim confiani.
Estoy profundamente enamorado de ti.	 Anchatan munakuni.
Estoy profundamente ofendido por esto.	 Chaywanmi sinchita phiñakuni.
Estoy haciendo lo que debo hacer.	 Ñoqaqa ruwanay kaqtan ruwashani.
Estoy haciendo lo que quiero hacer.	 Munasqaytam ruwachkani.
Me está dando un poco de hambre.	 Aslla yarqachiwachkan.
Me alegra que te haga feliz.	 Kusikuni kusichisusqaykimanta.
Me alegra que lo haga feliz.	 Kusikuni kusichisusqaykimanta.
Me alegra ver que estaba equivocado.	 Kusisqam pantasqayta qawaspay.
Me alegra que estemos juntos ahora.	 Kusikuni kunan kuska kasqaykumanta.
Me alegra que lo estés disfrutando.	 Kusikuni kusisqa kasqaykimanta.
Voy de regreso a mi oficina.	 Oficinayman kutisaq.
Voy porque me da la gana.	 Munasqayraykum rini.
Voy a ser tu abogado.	 Ñoqan abogadoyki kasaq.
