español	quechua
¿Alimentaste al perro esta mañana?	 ¿Kunan paqarin allquta mikhuchirqankichu?
¿Diste de comer al perro esta mañana?	 ¿Kunan paqarin allquta mikhuchirqankichu?
¿Encontraste algo en la habitación?	 ¿Imatapas tarirqankichu chay cuartopi?
¿Le diste a Tom algo de comer?	 ¿Tomman imatapas mikhunanpaq qorqankichu?
¿Oíste acerca del accidente de Tom?	 ¿Uyarirqankichu Tompa accidentakusqanmanta?
¿Ya sabías que soy miope?	 ¿Yacharqankichuña miópico kasqayta?
¿Leyó usted la extra de esta mañana?	 ¿Kunan paqarin extrata leerqankichu?
¿Visitaste la Torre de Londres?	¿Waturqankichu Torre de Londres nisqaman?
¿Usted votó en las últimas elecciones?	 ¿Qhipa akllanakuykunapichu votarqanki?
¿Querías mostrarme algo?	 ¿Imatapas qawachiwayta munarqankichu?
¿Querías decirme algo?	 ¿Imatapas willayta munarqankichu?
¿No sabías que Tom estaba deprimido?	 ¿Manachu yacharqanki Tom llakisqa kashasqanmanta?
No te quedes dormido mañana en la mañana.	 Paqarin paqarin ama puñuychu.
¿En serio te pagan por hacer esto?	 ¿Cheqaqtachu pagasunki chayta ruwanaykipaq?
¿Te sientes como si tuvieras fiebre?	 ¿Fiebreyoq hinachu sientekunki?
¿Siente dolor al hacer eso?	 ¿Nanaqchu chayta ruwaspa?
¿Le duele cuando hace eso?	 ¿Nanawanchu chayta ruwaspaykiqa?
¿Te llevas bien con tu hermana?	 ¿Allinchu kanki ñañaykiwan?
¿Vas a una escuela básica?	 ¿Huk escuela básica nisqamanchu rinki?
¿Tienes novio allá en casa?	 ¿Wasiykiman kutispa novioyki kanchu?
¿Tienes novio allá en tu rancho?	 ¿Chaypi ranchoykipi novioyki kanchu?
¿Tienen una sección para no fumadores?	 ¿Mana cigarrota pitanapaq t’aqa kanchu?
¿Tienes un médico de atención primaria?	 ¿Kanchu doctor de atención primaria?
¿Acaso tienes una pala que me puedas prestar?	 ¿Kanchu palayki prestawanaykipaq?
¿Tienes un diccionario de inglés?	 ¿Qanpa inglés simipi diccionarioyki kanchu?
¿Tiene más preguntas?	 ¿Aswan tapukuyniykikuna kanchu?
¿Tienes cheques de viaje?	 ¿Viajeropaq chequekunayoqchu kanki?
¿Tiene algún problema con eso?	 ¿Chaywan sasachakuyniyuqchu kanki?
¿Tienes algún problema con eso?	 ¿Chaywan sasachakuyniyuqchu kanki?
¿Tienes algo caliente para beber?	 ¿Imapas q’oñi ukyanaykipaq kanchu?
¿Los tienen en otros colores?	 ¿Huk colorkunapichu chaykunata chaskinki?
¿Las tienen en otros colores?	 ¿Huk colorkunapichu chaykunata chaskinki?
¿Lo tienen en una talla más grande?	¿Aswan hatun sayayniyuqchu kanki?
¿Tiene ésta en una talla más grande?	 ¿Kayta aswan hatun sayayniyuqtachu kanki?
¿Tiene éste en una talla más grande?	 ¿Kayta aswan hatun sayayniyuqtachu kanki?
¿Sabes lo hermosa que eres?	 ¿Yachankichu imayna sumaq kasqaykita?
¿Acaso sabes lo peligroso que es eso?	 ¿Yachankichu chay ruway may peligroso kasqanmanta?
¿Conoces la profundidad del agua?	 ¿Yachankichu yakupa ukhunta?
¿Sabes acaso cuántos gatos tiene?	 ¿Yachankichu hayka misiyuq kasqanmanta?
¿Sabes cómo cocinar bien el arroz?	 ¿Allin arroz yanuyta yachankichu?
¿Sabes montar en bicicleta?	 ¿Yachankichu bicicletapi puriyta?
¿Sabéis montar en bicicleta?	 ¿Yachankichu bicicletapi puriyta?
¿Sabes cómo atarte los zapatos?	 ¿Yachankichu zapatoykita watayta?
¿Sabes atarte los zapatos?	 ¿Yachankichu zapatoykita watayta?
¿Sabes usar un ordenador?	 ¿Yachankichu computadorata imayna servichikuyta?
¿Conocéis a ese niño que está llorando?	 ¿Reqsinkichu chay waqaqta?
¿Conoces las reglas del juego?	 ¿Yachankichu pukllaypa kamachikuyninkunata?
¿Sabe lo que significan sus sueños?	 ¿Yachankichu ima ninantaq musquynikikuna?
¿Sabes cuándo va a estar en casa Tom?	 ¿Yachankichu haykapi Tom wasinpi kananta?
¿Saben cuándo va a estar en casa Tom?	 ¿Yachankichu haykapi Tom wasinpi kananta?
¿Sabes cuándo llegarán?	 ¿Yachankichu haykapi chayamunankuta?
¿Sabes por qué no pudo venir?	 ¿Yachankichu imanasqa mana hamuyta atisqanmanta?
¿Te gusta alguna de estas fotos?	 ¿Qanman gustanchu mayqenpas kay fotokunamanta?
¿Te gusta más la nueva escuela?	 ¿Aswan allinchu chay musuq yachaywasi?
¿Le importa si bajo el volumen del televisor?	 ¿Imapas qosunkichu televisorpa volumenninta pisiyachiqtiyqa?
¿Cenas pescado con frecuencia?	 ¿Sapa kutichu challwata mikhunki?
¿Escuchas con frecuencia audiolibros?	¿Sapa kutichu uyarinki uyarinapaq librokunata?
¿De verdad tiene que hacer eso ahora?	 ¿Cheqaqtachu kunan chayta ruwanayki?
¿En serio hablas diez idiomas?	 ¿Cheqaqtachu chunka simikunata rimanki?
¿De verdad hablas ese idioma?	 ¿Cheqaqtachu chay simita rimanki?
¿De verdad crees que esté tan malo?	 ¿Cheqaqtachu piensanki chhayna millay kananpaq?
¿De verdad piensas que es malo?	 ¿Cheqaqtachu piensanki mana allin kananpaq?
¿De verdad te quieres casar?	 ¿Cheqaqtachu casarakuyta munanki?
¿De verdad quieres dejar la escuela?	 ¿Cheqaqtachu escuela saqeyta munanki?
¿Recuerdas lo que te enseñé?	 ¿Yuyarinkichu yachachisqayta?
¿Te acordás de nuestro primer encuentro?	 ¿Yuyarinkichu ñawpaq kutipi huñunakusqaykumanta?
¿Vende ordenadores de segunda mano?	 ¿Segunda mano computadorakunatachu rantikunki?
